,4,8,12,16,20,24,660,28,32,51,533,36,40,31,44,48,50,52,112,56,84,204,60,64,68,599,70,72,76,92,96,100,854,108,132,116,120,124,136,140,148,831,152,156,344,446,170,174,178,184,188,384,191,192,531,196,203,408,180,208,262,212,214,218,818,222,226,232,233,231,234,238,242,246,250,254,258,266,270,268,276,288,292,300,304,308,312,316,320,324,624,328,332,336,340,348,352,356,360,364,368,372,833,376,380,388,392,400,398,404,296,414,417,418,428,422,426,430,434,438,440,442,450,454,458,462,466,470,584,474,478,480,175,484,583,492,496,499,500,504,508,104,516,520,524,528,540,554,558,562,566,570,580,578,512,586,585,591,598,600,604,608,616,620,630,634,410,498,638,642,643,646,290,659,662,666,670,882,674,678,682,686,688,690,694,702,534,703,705,90,706,710,728,724,144,275,729,740,748,752,756,760,762,764,807,626,768,772,776,780,788,792,795,796,798,800,804,784,826,834,840,850,858,860,548,862,704,876,732,887,894,716
108,,,,,,,,,,,,,,,,,,,,   497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  137 611,,,,,,,,,,,,,,,,   248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  52 794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   731,,,,  22 974,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   77,,,,,,,,,,,,,  9 689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   146,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  11 141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  84 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   240,,
232,,,,,,   341,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 029,,,,,,,,,,   133,,,,   189,,,,,,,,,,,  1 659,,,,,,,,,,,   107,,,,,   429,,,,,,,,,,,,,,,,,,,,,,,   117,,,,,,,,,,,,   345,,,,,,,,,,,,,,   759,,,,,,,,,,,,,,,,,  1 088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   459,,,,,,,,,,,,,,,,,,,  2 415,   120,  1 465,,,,   205,,,,,,,,,,,,,,,,,,,  1 498,,,   56,   517,,,,,,,,,,,   237,   319
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   32,,,,,,,,,,,,,,,,,,,,,,,,,   83,,  3 025,,,,,,,  6 354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   122,,,,,,,,,,,,,,,,,,,  361 609,,  122 021,,,,  17 102,,,,,,,,,,,,,,,,,,,   178,,,,,,,,,,,,,,   118,,
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  4 256,,,,,,,,,,,,,,,,,,,,,,,,,  5 531,,,,,,,,,  1 389,,  24 091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   589,,   67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  6 201,,,,,,,,,,,,,,,,,,,  398 753,   110,  53 218,,,,  7 459,,,,,,,,,,,,,,,,,,,  326 978,,,,  39 120,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 784,,,,  9 876,,,,,,,,,,,,,,,,,,,,,,,,,,,  8 066,,,,,,,,,,,,,,,,,,,,,,,  1 425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  5 314,,,,,,,,,,,,,,,  1 413,,,,,,,,,,  2 237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  54 826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  4 631,,,,,,,,,,,,,,,,,,,   56,  8 272,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 478,  9 620,,,,,,,,,,,  42 865,  37 189
480,,,,,,,,,,,,,,,,,  7 235,,,   103,,,,,,,,,,,,,,,,,,   32,,,,,,  2 564,   20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 308,,,,,,   119,,,,,,,,,,,,,,,,,  7 517,,,,   44,,,   127,,   8,,,,,,,,,,,,,,,,  1 979,,   53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   163,,,,,,,,,,,,,,,   43,,,,,,,,,,,,,   108,,,,,,,,   541,,   24,   979,,,,,,   92,,,,,,,,,,,,,,,,,,   395,,   43,,,,,,,,,,,
