,4,8,12,16,20,24,660,28,32,51,533,36,40,31,44,48,50,52,112,56,84,204,60,64,68,599,70,72,76,92,96,100,854,108,132,116,120,124,136,140,148,831,152,156,344,446,170,174,178,184,188,384,191,192,531,196,203,408,180,208,262,212,214,218,818,222,226,232,233,231,234,238,242,246,250,254,258,266,270,268,276,288,292,300,304,308,312,316,320,324,624,328,332,336,340,348,352,356,360,364,368,372,833,376,380,388,392,400,398,404,296,414,417,418,428,422,426,430,434,438,440,442,450,454,458,462,466,470,584,474,478,480,175,484,583,492,496,499,500,504,508,104,516,520,524,528,540,554,558,562,566,570,580,578,512,586,585,591,598,600,604,608,616,620,630,634,410,498,638,642,643,646,290,659,662,666,670,882,674,678,682,686,688,690,694,702,534,703,705,90,706,710,728,724,144,275,729,740,748,752,756,760,762,764,807,626,768,772,776,780,788,792,795,796,798,800,804,784,826,834,840,850,858,860,548,862,704,876,732,887,894,716
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  49 545,,,,,,,,,,,,,,,,,,,,,,,,,,,  7 789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  4 755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  5 996,,,,,,,,,,,,,,,,,,,,,,,,  1 709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 160,,,,,,,,,,,,,,,,,,,  6 895,,,,,,,  55 058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 243,,,,,,,,  5 688,,,,,,,,,,,,,,,,,,,,,,,,,,,,  17 730,,,,,,,,,,,,,,,,,,,,,,,,,,,,  6 526,,,,,,,,,,,  4 673,  21 168
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 878,,,,,,,,,,,,,,,,,,,,,,,,,,,  75 927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  14 218,,,,,,,,,  4 294,  6 410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  68 762,,,,,,,,,,,,,,,,,,,,,,,,,  201 717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  93 430,,,,  43 346,,,,,,,,,,,,
690,,,,,,,,,,,,   48,,,,,   107,,,   27,,,,,,,,,,,,,,,,,,,,,,,,   279,,,,,,,,,,   36,,,,,,,,,,,,,,,,,,,,,   184,,,,,,   66,,,,,,,,,,,,,,,,,  3 907,   176,,,,,,   73,,,,,   348,,,,,,,,,,,,,   620,,,   17,,,,,,   502,,,,,,,,,,,,,   98,,,,,,   81,,,,,   16,,,,,,   514,,,,,,,,,   48,,,,,,,,,,,,,,,,,,,,   36,   297,,   16,   500,,,,,,,,,   341,,,,,,,,,,,,   15,,,   216,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   17,,  1 142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,   150,,,   46,,,,,,,,,,,,,,  17 837,,,,   278,,,,,,   429,,,,,,,,,,,,,,   156,  106 170,   183,,,,,,,,   4,,   106,,,,,   261,,,,,,   244,,,   42,,,,,,,,,,,,,,  4 115,,,,,,,   424,,   213,,,  42 707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   31,,,,,   224,,,,,,,,,,   677,,,,,,,,,,,   183,,,,   320,  84 844,,,,,,,,,,,,,,,,,,,  1 828,,,   63,,,  360 477,,,,,,,,,,,,,,,,,,,,,,  1 256,  25 623,  1 006,,,,,,,,,,,
834,,,,,,  1 153,,,,,,,,,,,,,,,,,,,,,,   132,,,,,,  460 918,,,,   275,,,,,,,,,,   551,  23 777,,,,,,,,,,  150 345,,,,,,,,,,,,,,,,,,,,,,   901,,,,,,,,,,,,,,,,,  7 198,,,,,,,   536,,,,,  29 010,,,,,,,   134,,,,,,,  7 048,,,,,,,,   181,,,,,,,,,  36 267,,   571,,,,,,,,,,,,,   617,,,,,,,,,,,,,,,,  13 231,,,,,,,,,,,,   345,,,,,,,  3 424,   659,,,,,,,   83,,,,,,,,,,,,,,,,,  9 484,,,  1 015,,  1 204,,,,,,,,,,  11 845,   753
894,,,,,,  98 521,,,,,,   148,,,,,,,,,,,,,,,,   319,,,,,,  3 845,,,   66,   177,,,,,,   408,,,,,  5 632,,,,,,,,,,  73 742,,,,,,   116,,,,,,,,,,   62,,,,,,   209,   170,,,,,,,,,,,,,,,,  4 007,,,,,,,,,   113,,,   364,,,,,,,,,,,,,,  9 665,,,   205,,,,,,,,,,,,,,   842,,   251,,,,,,,,   263,,,,,,,,,,,,,,,,,,,,,  6 873,,,,,,,,,,   153,,,,,,,,,,  2 170,,,,,,,,,,,,,,,,,,,,,,,,   355,,,  1 154,  5 057,   662,,,,,,,,,,,  12 444
716,,,,,,,,,,,,,,,,,,,,,,,,,,,,  4 134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  102 611,,,,,,,,,,,,,,,,,  145 462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  19 010,,,,,,,,,,,,,,,,,,,,,,,,,,,  19 394,,,,,,,,,,,,  29 766,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  6 109,,,,,,   21,,,,,,,,   703,,,   20,,,,,,,  24 340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   166,,   591,,,,,,,,,,,,,,,,,,,,,  9 070,,,,,,,,   527,,,,,,,,  5 329,,,,,,,,,,,,  4 172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   205,
120,,,,,,  2 571,,,,,,,,,,,,,,,,  2 414,,,,,,,,,,,,,,,,   179,,  14 607,  70 899,,,,,,,,  2 972,,,,,,,,,,  4 102,,,,,,,,  3 377,,,,,,,,  4 643,,,  1 061,,,   296,,,   193,,,,,,  4 605,,,,,,,,,,,,,,,   511,,,,,,,,,,,,,  4 281,,,,,,,,,  8 251,,,,,,,,,,,,,,,,,,,   160,,,,  10 566,  101 721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  3 172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   256,,   823,,,,,,,,,,,
140,,,,,,,,,,,,   12,   24,,,,,,,,,,,,,,,,0,,,,,,,,,   215,,,  11 609,,,,,,,,,,,,,,,   8,,,  19 930,   2,,,,,   44,,,,,,,,,,  11 091,,,,,,,,,,,,,,,,,,,,,,,,,,,   12,,,   77,,,,,,,,,,,,,,,,,,,,,,   349,,,,,,,,,,,,,,,,,,,   38,,,,,,,,,,,,,,,,,,,,,,,,,   158,,,,,,,,,   85,,,,,,,,,   50,,,   61,0,,,,  22 623,,,   14,   168,,,,,,   10,,,,,   8,,,,,,,,,   635,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  25 156,,,  63 510,,,,,,,,,   580,,,,,,,,,,   209,,,,,,,,,,,,,,,,   719,,,   237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 121,  2 027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  247 525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,  15 550,,,,,,,,,,,,,,,,  7 171,,,,,,,,,,,,,,,  3 570,,,  14 620,  3 338,,,   292,,,,,,,,,,   169,,,,,  230 684,,,,,,,,   500,,,,,,,,  3 260,,,  1 000,,,   183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   369,,,,,,,,,,,  10 715,,,,   994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   455,,,,,,,   814,  7 936,,,,,,,,,,  9 227,,,,,,,,,,,,,,,,,,,,,,,,,   770,,,,,,,,,,,,,,   53,,,,,,,,,,,
180,,,,,,  262 085,,,,,,,,,,,,,,,,,,,,,,,,,,,,  35 964,,,,,,,,,,,,,,,  9 470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  82 016,,,,,,,,,,,,,,,,,,,,,  57 555,,,,  16 643,,,,,,,,,,,,,,,,,,,  30 111,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 776,,,   156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   909,,,,,,,,,,,,,,   779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,   57,,,   572,,,,,,,,,,,,,,   259,,  26 961,,,,,,,,,,,  3 611,   87,,,  26 161,   151,,,  2 337,,,   179,,,,,  8 428,,,  1 753,,,,,,   83,  4 600,,,,,,,,  44 903,,,,,,,,  8 300,,,,,,   46,  3 287,,,,,,,,  2 571,,,,,,,,,,,,,,   8,,,   17,,,,,,,,,  1 292,,,,,,,,,,,  28 488,,,,,,,,,,,,,   369,,,,,,,,,,,  12 350,,,,,,,,,,,,,,,,   101,,,,,   109,,,,,,,,  3 361,,  15 754,,,,,,,,,,   7,,,,,,,,,,   15,,,,,  11 888,,,,   116,,,,,,,,,,   284,,,,,,,,,,,
678,,,,,,   514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   210,,,,,,,,,,,   342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   167,,,,,,,,,,,,,,,,,,,,,,,   171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   784,,,,,,  1 096,,,,,,,,,,,,,,,,,,  2 037,,  10 678,,,,  1 043,,,  3 182,,,,  1 685,,,,  1 726,,,  3 276,,,,,,  1 236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 130,,,,,,,,,,  5 532,,,,,,,,,,  16 301,,,,,  44 616,  2 250,,,,,  4 329,,,,,,,,,,,,,,,,,  1 128,,  1 542,,,,,,,,  128 903,  3 334,,
818,   183,   105,   771,,,   25,,   15,   218,   140,,   410,   526,   29,   13,   350,   221,,   243,   489,,   32,,,,,   55,,   114,,   60,   60,   57,   32,,,   110,   552,,   51,   290,,   24,   669,,,   51,   791,   65,,,   200,   90,,,   75,   176,   90,   114,   263,   323,,,   11,,   185,,   462,   23,   569,,,,   217,  2 487,,,,   26,,  6 725,   205,   8,  1 112,,,,,   8,   125,   81,,,,,   117,,  1 083,  2 508,   132,  9 278,   83,,   617,  3 641,,  1 004,  4 567,   185,   120,,  2 605,   55,,,  2 767,,   42,  4 368,,,,   36,   25,  2 456,   25,   188,,,,   136,,,   57,,   71,   13,,,   924,   15,   11,   233,,,   864,,   81,,   102,   706,,,   106,   473,   538,,,,,,   954,   331,   40,,   348,   260,   55,,   211,  6 521,   39,,,,,,,,,  7 128,   370,,   18,   55,   125,,   55,,,  17 739,   195,,   361,   195,  117 556,  24 677,,,   308,  1 188,  6 606,   113,   937,   105,,,,,,   681,   779,   42,,,   76,   149,   623,  2 737,   127,  5 257,,,   98,,   30,,,,  4 961,   23,   30
434,   259,   244,  2 910,,,,,,,   207,,   607,   610,,,   784,  1 013,,   617,   547,,,,,,,   267,,   207,,,,,,,,,  2 311,,,   696,,,  2 493,,,,  3 483,   326,,,   483,,,,,,,   352,   624,  1 154,,,,  17 029,   573,,  1 607,,  1 484,,,,   673,  4 075,,,,,,  5 699,   498,,  2 121,,,,,,,   252,,,,,   274,,  3 926,  10 591,   333,  55 518,,,,  5 424,,   815,  16 545,   651,   271,,  8 756,,,,  8 972,,,,,,,,,  6 422,,   274,,,,   290,,,,,   223,,,,  3 972,,,,,,  1 435,,,,   290,  2 311,,,   271,  1 373,  1 994,,,,,,  3 576,   550,,,  1 146,   580,,,   483,  5 874,,,,,,,,,,  28 761,   908,,,   192,   542,,,,,  84 755,   524,  1 440,   588,   297,  231 990,  11 697,,,   607,   755,  22 509,   550,  2 311,,,,,,,  2 501,  2 055,   192,,,,   709,  2 251,  5 863,   215,  8 015,,,   305,,,,,,  17 335,,
504,,,  9 103,,,,,,,,,,,,,,,,,   951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 275,,,,,,,,,,,,,,,,  1 260,,,,,,,,,,  14 916,,,,,,   977,,,,,,,,,   668,,,,,,,,,,,  1 162,,,,  1 285,,,,,,,,,,,   915,,,   797,,,,,,,,,,,,  1 080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 224,,,,,,,,,,,,  2 777,,,,,,,,  1 388,,,,,,,,,  1 748,,,,,,,,   822,,  1 239,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  20 771,  80 942,,,  1 890,,,,,,,,,,,,,,,  13 625,,,,,,  23 620,,,  192 139,,  107 732,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 397,,,,,,,,,,,,  5 860,,,,,,,,,  2 676,,,,,,,,  1 171,,,,,,,,,,,,,,,,,,,,,,,,  25 762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   38,,0,,,,,,,,,,,,,,,,,,,,,,,  26 103,,,,,,,,,,,,,,,,
788,,,  9 577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,   607,,,,,,,,,,,,,   667,,,,,,,,,,  4 577,,,,,,   992,,,,,,,,,,,,,,,,,,,,   8,,,,  1 548,,,,,,,,,,,,,,  1 725,,,,,,,,   220,,,,   414,,,,,,,,,  6 315,,,,,,,,,,,   128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   357,,,,,,,,,,,,,,   662,,,,,,   418,,,,,,,,,,,,,,,,,,,   259,,,,,,,,,,,
732,,,   59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   202,,,,,,,,,,,,,,,   717,   757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   280,,,,   408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,  1 992,,,,,,   225,,,,,,,,,,,,,,,,,,,,,,,,,,   210,,,,,,  2 262,,,,,,,,,,,,,,,  1 903,   200,,,,,,,,,,,,,,,,,,,,,   653,,,,,,,,,,,,,,,,,  5 090,,,,   364,,,   317,,,,,   395,,,,,,,  1 829,,,,,,   359,  2 579,,,,,,,,  1 056,,,,,,,,,   665,,  1 036,,,   370,,,,,   422,,,   227,,   374,,,,,,,,   270,,,,,,,,,,,,,,,,,,,,   147,,,,,,,,  20 917,,,  1 029,,,,   391,   254,,,,,,,,,,,,,,,,   902,,,  3 600,  1 666,   507,,,,,,,,,,  7 203,  17 752
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,   104,,,,,,,,,,,,,,,,   116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   86,,,,,,,,,,,,,,,,   219,,,,,,,,,,,,,,,,,,,,,,,,,,   36,,,,,,,,,,,,,,,,,   23,,   4,,,,,,,,,,,,,   219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 492,,,,,,,   36,,,,,,,,,,,,,,,,,   132,,,,   82,   86,,,,,,,,,,   67,   67
516,   45,,   503,,,  38 464,,   487,   52,   66,,   557,   633,,   52,   51,   34,,,   191,,   162,,,,,,   683,   555,,,   32,   74,   404,,,   123,   196,,,,,   34,  3 224,,,,,  1 160,,,   32,,   706,,,   79,   105,  3 304,   118,,,,,   181,,,,,   219,,,,   82,   557,,,,   90,,  9 406,   149,,,,,,,,   56,,,,,,,,   700,   94,   32,,   63,,   113,   856,,   118,,,  1 152,,,,,,   48,   131,,   37,,,   45,,   383,,,,,,,,   111,,,,,,,,,   143,,,,,   536,,   52,,,  1 020,,,   56,,   173,,,,,,   256,   175,   450,,,   37,,,   32,   472,   372,,,,,,,,,,   32,,   59,   170,,,,,,   97,  8 802,,   357,,,   207,,   204,   105,   445,,,   77,,,,,,,,   37,,,,   500,   267,,  1 783,  1 140,  1 090,,,,,,,,,,  3 139,  14 995
710,   47,   81,   222,,,  19 714,,,  1 175,,,  3 570,  2 671,,,   82,  1 255,   15,   119,  3 939,,   96,   30,,   81,,   101,  20 747,  1 454,   11,   11,  1 949,,  3 247,,,  1 224,  2 821,,   59,,,   331,  11 605,   800,,   294,   97,  9 749,,,   573,   496,   760,,  2 435,   988,   69,  15 102,  1 253,,,,,  2 289,,,   284,   72,  1 538,,,   23,   321,  3 752,,,   155,,,  28 097,  3 304,   27,  4 474,,,,,   45,   39,   15,   28,,,,,   16,  19 953,   604,   349,   82,  5 997,,  2 214,  11 554,   96,   867,   28,,  8 143,,   45,   18,   16,   208,   459,  133 937,   372,   81,,   199,   13,   213,  30 697,   451,   28,   53,   169,,,,  4 213,,   142,,   13,,,,   538,  289 475,   107,  52 210,   11,   63,  9 965,,  1 550,   54,   10,  8 198,   10,   13,   552,   16,  4 955,,   29,   29,   59,   101,   743,  4 883,  22 462,,,   825,,   166,   802,  1 683,  2 341,   112,   13,,,,,,,   307,  1 368,  1 921,   330,   246,   451,,   209,,,  9 254,,,   722,   489,   48,  1 503,,  37 439,   120,   974,   58,,   434,   60,,,,,   13,   57,   560,,,,  2 403,  1 887,   89,  148 510,  4 747,  8 357,,   57,,,   149,   80,,,   41,  27 621,  152 259
748,,,,,,   87,,,,,,   30,,,,,,,,,,,,,,,,   69,,,,,,   148,,,,   15,,,,,,,,,,,   49,,,,,,,,,,   111,,,,,,,,,,,   20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   167,   29,,,,,,,,,,,,,,,,,,,,,,,  10 145,,,,,,,   13,,,,,,,,,,,,,,,,,,,,,,,,   84,,,,,,,,,,,,,,,,,,,   63,  10 980,,,,,,,,,,,,,,,,,,,,,,,,   39,,,,,   190,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  6 952,,,,,,,,   489,,,,,,,,  1 335,,,  9 604,,,,,,,,,,,,,,,,,,,,,,,  1 256,,,,,,,  7 137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   902,,,,,,,,,,,,,,,,,,,,,,,  52 954,  31 171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  33 628,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,  3 540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  458 125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  27 293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  37 118,,,,,,,,,,,,,,,,,,,,,,,  10 807,  4 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  3 417,,,,,,,,,,,,,,,,,,,,,,,,,  13 040,,,,,,,,,,,,,,,,,,,,,,,,,
