,4,8,12,16,20,24,660,28,32,51,533,36,40,31,44,48,50,52,112,56,84,204,60,64,68,599,70,72,76,92,96,100,854,108,132,116,120,124,136,140,148,831,152,156,344,446,170,174,178,184,188,384,191,192,531,196,203,408,180,208,262,212,214,218,818,222,226,232,233,231,234,238,242,246,250,254,258,266,270,268,276,288,292,300,304,308,312,316,320,324,624,328,332,336,340,348,352,356,360,364,368,372,833,376,380,388,392,400,398,404,296,414,417,418,428,422,426,430,434,438,440,442,450,454,458,462,466,470,584,474,478,480,175,484,583,492,496,499,500,504,508,104,516,520,524,528,540,554,558,562,566,570,580,578,512,586,585,591,598,600,604,608,616,620,630,634,410,498,638,642,643,646,290,659,662,666,670,882,674,678,682,686,688,690,694,702,534,703,705,90,706,710,728,724,144,275,729,740,748,752,756,760,762,764,807,626,768,772,776,780,788,792,795,796,798,800,804,784,826,834,840,850,858,860,548,862,704,876,732,887,894,716
108,,,,,,,,,,,,,,,,,,,,   475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  37 951,,,,,,,,,,,,,,,,   237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  66 415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   949,,,,  5 692,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   85,,,,,,,,,,,,,  10 595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   160,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  11 023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  83 230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   238,,
232,,,,,,   620,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 663,,,,,,,,,,   98,,,,   93,,,,,,,,,,,  1 224,,,,,,,,,,,   91,,,,,   211,,,,,,,,,,,,,,,,,,,,,,,   70,,,,,,,,,,,,   217,,,,,,,,,,,,,,   343,,,,,,,,,,,,,,,,,   896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   414,,,,,,,,,,,,,,,,,,,  1 775,   189,  1 284,,,,   180,,,,,,,,,,,,,,,,,,,  1 190,,,   43,   375,,,,,,,,,,,   151,   168
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   35,,,,,,,,,,,,,,,,,,,,,,,,,   90,,  3 258,,,,,,,  6 843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   132,,,,,,,,,,,,,,,,,,,  389 419,,  131 405,,,,  18 417,,,,,,,,,,,,,,,,,,,   192,,,,,,,,,,,,,,   127,,
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   137,,,,,,,,,,,,,,,,,,,,,,,,,   235,,,,,,,,,   106,,  20 846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   535,,   61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 519,,,,,,,,,,,,,,,,,,,  159 197,   101,  81 156,,,,  11 374,,,,,,,,,,,,,,,,,,,  299 871,,,,  51 289,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 458,,,,  8 050,,,,,,,,,,,,,,,,,,,,,,,,,,,  6 567,,,,,,,,,,,,,,,,,,,,,,,  1 152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  5 677,,,,,,,,,,,,,,,  1 509,,,,,,,,,,  2 389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  58 576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  4 947,,,,,,,,,,,,,,,,,,,   59,  8 837,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 578,  10 278,,,,,,,,,,,  45 797,  39 732
480,,,,,,,,,,,,,,,,,   313,,,   15,,,,,,,,,,,,,,,,,,   34,,,,,,  8 024,   25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   993,,,,,,   124,,,,,,,,,,,,,,,,,  3 278,,,,   6,,,   106,,   15,,,,,,,,,,,,,,,,   563,,   49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   7,,,,,,,,,,,,,,,   38,,,,,,,,,,,,,   58,,,,,,,,   307,,   3,   42,,,,,,   13,,,,,,,,,,,,,,,,,,   458,,   41,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  36 203,,,,,,,,,,,,,,,,,,,,,,,,,,,  5 080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  3 669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  5 489,,,,,,,,,,,,,,,,,,,,,,,,  1 174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 983,,,,,,,,,,,,,,,,,,,  6 265,,,,,,,  35 695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 256,,,,,,,,  7 139,,,,,,,,,,,,,,,,,,,,,,,,,,,,  26 952,,,,,,,,,,,,,,,,,,,,,,,,,,,,  5 706,,,,,,,,,,,  3 639,  17 924
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 509,,,,,,,,,,,,,,,,,,,,,,,,,,,  66 309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  11 431,,,,,,,,,  3 455,  6 162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  56 107,,,,,,,,,,,,,,,,,,,,,,,,,  163 420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  79 241,,,,  36 766,,,,,,,,,,,,
